"Registry name","Map color (hex)","Map color (int)"
"stoneworks:mossy_sandstone_bricks","#F7E9A3","16247203"
"stoneworks:mossy_tuff_brick_slab","#392923","3746083"
"stoneworks:mossy_tuff_brick_stairs","#392923","3746083"
"stoneworks:mossy_tuff_brick_wall","#392923","3746083"
"stoneworks:mossy_tuff_bricks","#392923","3746083"
"stoneworks:nether_brick_paver_slab","#700200","7340544"
"stoneworks:nether_brick_paver_stairs","#700200","7340544"
"stoneworks:nether_brick_paver_wall","#700200","7340544"
"stoneworks:nether_brick_pavers","#700200","7340544"
"stoneworks:nether_brick_pillar","#700200","7340544"
"stoneworks:nether_brick_plate_slab","#700200","7340544"
"stoneworks:nether_brick_plate_stairs","#700200","7340544"
"stoneworks:nether_brick_plate_wall","#700200","7340544"
"stoneworks:nether_brick_plates","#700200","7340544"
"stoneworks:nether_brick_shingle_slab","#700200","7340544"
"stoneworks:nether_brick_shingle_stairs","#700200","7340544"
"stoneworks:nether_brick_shingle_wall","#700200","7340544"
"stoneworks:nether_brick_shingles","#700200","7340544"
"stoneworks:netherrack_brick_slab","#700200","7340544"
"stoneworks:netherrack_brick_stairs","#700200","7340544"
"stoneworks:netherrack_brick_wall","#700200","7340544"
"stoneworks:netherrack_bricks","#700200","7340544"
"stoneworks:polished_calcite","#D1B1A1","13742497"
"stoneworks:polished_calcite_slab","#D1B1A1","13742497"
"stoneworks:polished_calcite_stairs","#D1B1A1","13742497"
"stoneworks:polished_calcite_wall","#D1B1A1","13742497"
"stoneworks:polished_dark_prismarine","#5CDBD5","6085589"
"stoneworks:polished_dark_prismarine_slab","#5CDBD5","6085589"
"stoneworks:polished_dark_prismarine_stairs","#5CDBD5","6085589"
"stoneworks:polished_dark_prismarine_wall","#5CDBD5","6085589"
"stoneworks:polished_end_stone","#F7E9A3","16247203"
"stoneworks:polished_end_stone_slab","#F7E9A3","16247203"
"stoneworks:polished_end_stone_stairs","#F7E9A3","16247203"
"stoneworks:polished_end_stone_wall","#F7E9A3","16247203"
"stoneworks:polished_netherrack","#700200","7340544"
"stoneworks:polished_netherrack_slab","#700200","7340544"
"stoneworks:polished_netherrack_stairs","#700200","7340544"
"stoneworks:polished_netherrack_wall","#700200","7340544"
"stoneworks:polished_prismarine","#4C7F99","5013401"
"stoneworks:polished_prismarine_slab","#4C7F99","5013401"
"stoneworks:polished_prismarine_stairs","#4C7F99","5013401"
"stoneworks:polished_prismarine_wall","#4C7F99","5013401"
"stoneworks:polished_purpur","#B24CD8","11685080"
"stoneworks:polished_purpur_slab","#B24CD8","11685080"
"stoneworks:polished_purpur_stairs","#B24CD8","11685080"
"stoneworks:polished_purpur_wall","#B24CD8","11685080"
"stoneworks:polished_quartz","#FFFCF5","16776437"
"stoneworks:polished_quartz_slab","#FFFCF5","16776437"
"stoneworks:polished_quartz_stairs","#FFFCF5","16776437"
"stoneworks:polished_quartz_wall","#FFFCF5","16776437"
"stoneworks:polished_tuff","#392923","3746083"
"stoneworks:polished_tuff_slab","#392923","3746083"
"stoneworks:polished_tuff_stairs","#392923","3746083"
"stoneworks:polished_tuff_wall","#392923","3746083"
"stoneworks:prismarine_brick_slab","#4C7F99","5013401"
"stoneworks:prismarine_brick_stairs","#4C7F99","5013401"
"stoneworks:prismarine_brick_wall","#4C7F99","5013401"
"stoneworks:prismarine_bricks","#4C7F99","5013401"
"stoneworks:prismarine_paver_slab","#4C7F99","5013401"
"stoneworks:prismarine_paver_stairs","#4C7F99","5013401"
"stoneworks:prismarine_paver_wall","#4C7F99","5013401"
"stoneworks:prismarine_pavers","#4C7F99","5013401"
"stoneworks:prismarine_pillar","#4C7F99","5013401"
"stoneworks:prismarine_plate_slab","#4C7F99","5013401"
"stoneworks:prismarine_plate_stairs","#4C7F99","5013401"
"stoneworks:prismarine_plate_wall","#4C7F99","5013401"
"stoneworks:prismarine_plates","#4C7F99","5013401"
"stoneworks:prismarine_tile_slab","#4C7F99","5013401"
"stoneworks:prismarine_tile_stairs","#4C7F99","5013401"
"stoneworks:prismarine_tile_wall","#4C7F99","5013401"
"stoneworks:prismarine_tiles","#4C7F99","5013401"
"stoneworks:purpur_brick_slab","#B24CD8","11685080"
"stoneworks:purpur_brick_stairs","#B24CD8","11685080"
"stoneworks:purpur_brick_wall","#B24CD8","11685080"
"stoneworks:purpur_bricks","#B24CD8","11685080"
"stoneworks:purpur_paver_slab","#B24CD8","11685080"
"stoneworks:purpur_paver_stairs","#B24CD8","11685080"
"stoneworks:purpur_paver_wall","#B24CD8","11685080"
"stoneworks:purpur_pavers","#B24CD8","11685080"
"stoneworks:purpur_shingle_slab","#B24CD8","11685080"
"stoneworks:purpur_shingle_stairs","#B24CD8","11685080"
"stoneworks:purpur_shingle_wall","#B24CD8","11685080"
"stoneworks:purpur_shingles","#B24CD8","11685080"
"stoneworks:purpur_tile_slab","#B24CD8","11685080"
"stoneworks:purpur_tile_stairs","#B24CD8","11685080"
"stoneworks:purpur_tile_wall","#B24CD8","11685080"
"stoneworks:purpur_tiles","#B24CD8","11685080"
"stoneworks:quartz_paver_slab","#FFFCF5","16776437"
"stoneworks:quartz_paver_stairs","#FFFCF5","16776437"
"stoneworks:quartz_paver_wall","#FFFCF5","16776437"
"stoneworks:quartz_pavers","#FFFCF5","16776437"
"stoneworks:quartz_plate_slab","#FFFCF5","16776437"
"stoneworks:quartz_plate_stairs","#FFFCF5","16776437"
"stoneworks:quartz_plate_wall","#FFFCF5","16776437"
"stoneworks:quartz_plates","#FFFCF5","16776437"
"stoneworks:quartz_shingle_slab","#FFFCF5","16776437"
"stoneworks:quartz_shingle_stairs","#FFFCF5","16776437"
"stoneworks:quartz_shingle_wall","#FFFCF5","16776437"
"stoneworks:quartz_shingles","#FFFCF5","16776437"
"stoneworks:quartz_tile_slab","#FFFCF5","16776437"
"stoneworks:quartz_tile_stairs","#FFFCF5","16776437"
"stoneworks:quartz_tile_wall","#FFFCF5","16776437"
"stoneworks:quartz_tiles","#FFFCF5","16776437"
"stoneworks:raw_dark_prismarine","#5CDBD5","6085589"
"stoneworks:raw_dark_prismarine_slab","#5CDBD5","6085589"
"stoneworks:raw_dark_prismarine_stairs","#5CDBD5","6085589"
"stoneworks:raw_dark_prismarine_wall","#5CDBD5","6085589"
"stoneworks:raw_purpur","#B24CD8","11685080"
"stoneworks:raw_purpur_slab","#B24CD8","11685080"
"stoneworks:raw_purpur_stairs","#B24CD8","11685080"
"stoneworks:raw_purpur_wall","#B24CD8","11685080"
"stoneworks:red_sandstone_brick_slab","#D87F33","14188339"
"stoneworks:red_sandstone_brick_stairs","#D87F33","14188339"
"stoneworks:red_sandstone_brick_wall","#D87F33","14188339"
"stoneworks:red_sandstone_bricks","#D87F33","14188339"
"stoneworks:red_sandstone_paver_slab","#D87F33","14188339"
"stoneworks:red_sandstone_paver_stairs","#D87F33","14188339"
"stoneworks:red_sandstone_paver_wall","#D87F33","14188339"
"stoneworks:red_sandstone_pavers","#D87F33","14188339"
"stoneworks:red_sandstone_pillar","#D87F33","14188339"
"stoneworks:red_sandstone_plate_slab","#D87F33","14188339"
"stoneworks:red_sandstone_plate_stairs","#D87F33","14188339"
"stoneworks:red_sandstone_plate_wall","#D87F33","14188339"
"stoneworks:red_sandstone_plates","#D87F33","14188339"
"stoneworks:red_sandstone_shingle_slab","#D87F33","14188339"
"stoneworks:red_sandstone_shingle_stairs","#D87F33","14188339"
"stoneworks:red_sandstone_shingle_wall","#D87F33","14188339"
"stoneworks:red_sandstone_shingles","#D87F33","14188339"
"stoneworks:red_sandstone_tile_slab","#D87F33","14188339"
"stoneworks:red_sandstone_tile_stairs","#D87F33","14188339"
"stoneworks:red_sandstone_tile_wall","#D87F33","14188339"
"stoneworks:red_sandstone_tiles","#D87F33","14188339"
"stoneworks:sandstone_brick_slab","#F7E9A3","16247203"
"stoneworks:sandstone_brick_stairs","#F7E9A3","16247203"
"stoneworks:sandstone_brick_wall","#F7E9A3","16247203"
"stoneworks:sandstone_bricks","#F7E9A3","16247203"
"stoneworks:sandstone_paver_slab","#F7E9A3","16247203"
"stoneworks:sandstone_paver_stairs","#F7E9A3","16247203"
"stoneworks:sandstone_paver_wall","#F7E9A3","16247203"
"stoneworks:sandstone_pavers","#F7E9A3","16247203"
"stoneworks:sandstone_pillar","#F7E9A3","16247203"
"stoneworks:sandstone_plate_slab","#F7E9A3","16247203"
"stoneworks:sandstone_plate_stairs","#F7E9A3","16247203"
"stoneworks:sandstone_plate_wall","#F7E9A3","16247203"
"stoneworks:sandstone_plates","#F7E9A3","16247203"
"stoneworks:sandstone_shingle_slab","#F7E9A3","16247203"
"stoneworks:sandstone_shingle_stairs","#F7E9A3","16247203"
"stoneworks:sandstone_shingle_wall","#F7E9A3","16247203"
"stoneworks:sandstone_shingles","#F7E9A3","16247203"
"stoneworks:sandstone_tile_slab","#F7E9A3","16247203"
"stoneworks:sandstone_tile_stairs","#F7E9A3","16247203"
"stoneworks:sandstone_tile_wall","#F7E9A3","16247203"
"stoneworks:sandstone_tiles","#F7E9A3","16247203"
"stoneworks:stone_paver_slab","#707070","7368816"
"stoneworks:stone_paver_stairs","#707070","7368816"
"stoneworks:stone_paver_wall","#707070","7368816"
"stoneworks:stone_pavers","#707070","7368816"
"stoneworks:stone_pillar","#707070","7368816"
"stoneworks:stone_plate_slab","#707070","7368816"
"stoneworks:stone_plate_stairs","#707070","7368816"
"stoneworks:stone_plate_wall","#707070","7368816"
"stoneworks:stone_plates","#707070","7368816"
"stoneworks:stone_shingle_slab","#707070","7368816"
"stoneworks:stone_shingle_stairs","#707070","7368816"
"stoneworks:stone_shingle_wall","#707070","7368816"
"stoneworks:stone_shingles","#707070","7368816"
"stoneworks:stone_tile_slab","#707070","7368816"
"stoneworks:stone_tile_stairs","#707070","7368816"
"stoneworks:stone_tile_wall","#707070","7368816"
"stoneworks:stone_tiles","#707070","7368816"
"stoneworks:tuff_brick_slab","#392923","3746083"
"stoneworks:tuff_brick_stairs","#392923","3746083"
"stoneworks:tuff_brick_wall","#392923","3746083"
"stoneworks:tuff_bricks","#392923","3746083"
"stoneworks:tuff_paver_slab","#392923","3746083"
"stoneworks:tuff_paver_stairs","#392923","3746083"
"stoneworks:tuff_paver_wall","#392923","3746083"
"stoneworks:tuff_pavers","#392923","3746083"
"stoneworks:tuff_pillar","#392923","3746083"
"stoneworks:tuff_plate_slab","#392923","3746083"
"stoneworks:tuff_plate_stairs","#392923","3746083"
"stoneworks:tuff_plate_wall","#392923","3746083"
"stoneworks:tuff_plates","#392923","3746083"
"stoneworks:tuff_shingle_slab","#392923","3746083"
"stoneworks:tuff_shingle_stairs","#392923","3746083"
"stoneworks:tuff_shingle_wall","#392923","3746083"
"stoneworks:tuff_shingles","#392923","3746083"
"stoneworks:tuff_tile_slab","#392923","3746083"
"stoneworks:tuff_tile_stairs","#392923","3746083"
"stoneworks:tuff_tile_wall","#392923","3746083"
"stoneworks:tuff_tiles","#392923","3746083"
"storagedelight:acacia_cabinet_with_glass_doors","#8F7748","9402184"
"storagedelight:acacia_drawer","#8F7748","9402184"
"storagedelight:acacia_drawer_with_door","#8F7748","9402184"
"storagedelight:acacia_single_door_cabinet","#8F7748","9402184"
"storagedelight:bamboo_cabinet_with_glass_doors","#8F7748","9402184"
"storagedelight:bamboo_drawer","#8F7748","9402184"
"storagedelight:bamboo_drawer_with_door","#8F7748","9402184"
"storagedelight:bamboo_single_door_cabinet","#8F7748","9402184"
"storagedelight:birch_cabinet_with_glass_doors","#8F7748","9402184"
"storagedelight:birch_drawer","#8F7748","9402184"
"storagedelight:birch_drawer_with_door","#8F7748","9402184"
"storagedelight:birch_single_door_cabinet","#8F7748","9402184"
"storagedelight:cherry_cabinet_with_glass_doors","#8F7748","9402184"
"storagedelight:cherry_drawer","#8F7748","9402184"
"storagedelight:cherry_drawer_with_door","#8F7748","9402184"
"storagedelight:cherry_single_door_cabinet","#8F7748","9402184"
"storagedelight:crimson_cabinet_with_glass_doors","#8F7748","9402184"
"storagedelight:crimson_drawer","#8F7748","9402184"
"storagedelight:crimson_drawer_with_door","#8F7748","9402184"
"storagedelight:crimson_single_door_cabinet","#8F7748","9402184"
"storagedelight:dark_oak_cabinet_with_glass_doors","#8F7748","9402184"
"storagedelight:dark_oak_drawer","#8F7748","9402184"
"storagedelight:dark_oak_drawer_with_door","#8F7748","9402184"
"storagedelight:dark_oak_single_door_cabinet","#8F7748","9402184"
"storagedelight:glass_acacia_cabinet","#8F7748","9402184"
"storagedelight:glass_bamboo_cabinet","#8F7748","9402184"
"storagedelight:glass_birch_cabinet","#8F7748","9402184"
"storagedelight:glass_cherry_cabinet","#8F7748","9402184"
"storagedelight:glass_crimson_cabinet","#8F7748","9402184"
"storagedelight:glass_dark_oak_cabinet","#8F7748","9402184"
"storagedelight:glass_jungle_cabinet","#8F7748","9402184"
"storagedelight:glass_mangrove_cabinet","#8F7748","9402184"
"storagedelight:glass_oak_cabinet","#8F7748","9402184"
"storagedelight:glass_spruce_cabinet","#8F7748","9402184"
"storagedelight:glass_warped_cabinet","#8F7748","9402184"
"storagedelight:jungle_cabinet_with_glass_doors","#8F7748","9402184"
"storagedelight:jungle_drawer","#8F7748","9402184"
"storagedelight:jungle_drawer_with_door","#8F7748","9402184"
"storagedelight:jungle_single_door_cabinet","#8F7748","9402184"
"storagedelight:mangrove_cabinet_with_glass_doors","#8F7748","9402184"
"storagedelight:mangrove_drawer","#8F7748","9402184"
"storagedelight:mangrove_drawer_with_door","#8F7748","9402184"
"storagedelight:mangrove_single_door_cabinet","#8F7748","9402184"
"storagedelight:oak_cabinet_with_glass_doors","#8F7748","9402184"
"storagedelight:oak_drawer","#8F7748","9402184"
"storagedelight:oak_drawer_with_door","#8F7748","9402184"
"storagedelight:oak_single_door_cabinet","#8F7748","9402184"
"storagedelight:spruce_cabinet_with_glass_doors","#8F7748","9402184"
"storagedelight:spruce_drawer","#8F7748","9402184"
"storagedelight:spruce_drawer_with_door","#8F7748","9402184"
"storagedelight:spruce_single_door_cabinet","#8F7748","9402184"
"storagedelight:warped_cabinet_with_glass_doors","#8F7748","9402184"
"storagedelight:warped_drawer","#8F7748","9402184"
"storagedelight:warped_drawer_with_door","#8F7748","9402184"
"storagedelight:warped_single_door_cabinet","#8F7748","9402184"
"treechop:chopped_log","#8F7748","9402184"
"twigs:acacia_table","#D87F33","14188339"
"twigs:allium_paper_lantern","#D1B1A1","13742497"
"twigs:azalea_flowers","#007C00","31744"
"twigs:bamboo_leaves","#007C00","31744"
"twigs:bamboo_mat","#E5E533","15066419"
"twigs:bamboo_table","#E5E533","15066419"
"twigs:bamboo_thatch","#667F33","6717235"
"twigs:bamboo_thatch_slab","#667F33","6717235"
"twigs:birch_table","#F7E9A3","16247203"
"twigs:black_packed_silt","#191919","1644825"
"twigs:black_silt_pot","#191919","1644825"
"twigs:black_silt_shingle_slab","#191919","1644825"
"twigs:black_silt_shingle_stairs","#191919","1644825"
"twigs:black_silt_shingle_wall","#191919","1644825"
"twigs:black_silt_shingles","#191919","1644825"
"twigs:blackstone_column","#191919","1644825"
"twigs:bloodstone","#4C4C4C","5000268"
"twigs:bloodstone_slab","#4C4C4C","5000268"
"twigs:bloodstone_stairs","#4C4C4C","5000268"
"twigs:bloodstone_wall","#4C4C4C","5000268"
"twigs:blue_orchid_paper_lantern","#D1B1A1","13742497"
"twigs:blue_packed_silt","#334CB2","3361970"
"twigs:blue_silt_pot","#334CB2","3361970"
"twigs:blue_silt_shingle_slab","#334CB2","3361970"
"twigs:blue_silt_shingle_stairs","#334CB2","3361970"
"twigs:blue_silt_shingle_wall","#334CB2","3361970"
"twigs:blue_silt_shingles","#334CB2","3361970"
"twigs:bronzed_seashell","#8F7748","9402184"
"twigs:brown_packed_silt","#664C33","6704179"
"twigs:brown_silt_pot","#664C33","6704179"
"twigs:brown_silt_shingle_slab","#664C33","6704179"
"twigs:brown_silt_shingle_stairs","#664C33","6704179"
"twigs:brown_silt_shingle_wall","#664C33","6704179"
"twigs:brown_silt_shingles","#664C33","6704179"
"twigs:calcite_slab","#D1B1A1","13742497"
"twigs:calcite_stairs","#D1B1A1","13742497"
"twigs:calcite_wall","#D1B1A1","13742497"
"twigs:cherry_table","#D1B1A1","13742497"
"twigs:chiseled_bricks","#993333","10040115"
"twigs:chiseled_silt_bricks","#E5E533","15066419"
"twigs:chiseled_smooth_basalt_bricks","#191919","1644825"
"twigs:cobblestone_brick_slab","#707070","7368816"
"twigs:cobblestone_brick_stairs","#707070","7368816"
"twigs:cobblestone_brick_wall","#707070","7368816"
"twigs:cobblestone_bricks","#707070","7368816"
"twigs:compacted_dripstone","#4C3223","4993571"
"twigs:copper_pillar","#D87F33","14188339"
"twigs:cracked_bricks","#993333","10040115"
"twigs:cracked_cobblestone_bricks","#707070","7368816"
"twigs:cracked_polished_bloodstone_bricks","#4C4C4C","5000268"
"twigs:cracked_polished_calcite_bricks","#D1B1A1","13742497"
"twigs:cracked_polished_rhyolite_bricks","#664C33","6704179"
"twigs:cracked_polished_schist_bricks","#FFFFFF","16777215"
"twigs:cracked_polished_tuff_bricks","#392923","3746083"
"twigs:cracked_silt_bricks","#E5E533","15066419"
"twigs:crimson_roots_paper_lantern","#D1B1A1","13742497"
"twigs:crimson_shroomlamp","#943F61","9715553"
"twigs:crimson_table","#943F61","9715553"
"twigs:cut_amethyst","#7F3FB2","8339378"
"twigs:cyan_packed_silt","#4C7F99","5013401"
"twigs:cyan_silt_pot","#4C7F99","5013401"
"twigs:cyan_silt_shingle_slab","#4C7F99","5013401"
"twigs:cyan_silt_shingle_stairs","#4C7F99","5013401"
"twigs:cyan_silt_shingle_wall","#4C7F99","5013401"
"twigs:cyan_silt_shingles","#4C7F99","5013401"
"twigs:dandelion_paper_lantern","#D1B1A1","13742497"
"twigs:dark_oak_table","#664C33","6704179"
"twigs:deepslate_column","#646464","6579300"
"twigs:exposed_copper_pillar","#876B62","8874850"
"twigs:gravel_brick_slab","#707070","7368816"
"twigs:gravel_brick_stairs","#707070","7368816"
"twigs:gravel_brick_wall","#707070","7368816"
"twigs:gravel_bricks","#707070","7368816"
"twigs:gray_packed_silt","#4C4C4C","5000268"
"twigs:gray_silt_pot","#4C4C4C","5000268"
"twigs:gray_silt_shingle_slab","#4C4C4C","5000268"
"twigs:gray_silt_shingle_stairs","#4C4C4C","5000268"
"twigs:gray_silt_shingle_wall","#4C4C4C","5000268"
"twigs:gray_silt_shingles","#4C4C4C","5000268"
"twigs:green_packed_silt","#667F33","6717235"
"twigs:green_silt_pot","#667F33","6717235"
"twigs:green_silt_shingle_slab","#667F33","6717235"
"twigs:green_silt_shingle_stairs","#667F33","6717235"
"twigs:green_silt_shingle_wall","#667F33","6717235"
"twigs:green_silt_shingles","#667F33","6717235"
"twigs:jungle_table","#976D4D","9923917"
"twigs:lamp","#A7A7A7","10987431"
"twigs:light_blue_packed_silt","#6699D8","6724056"
"twigs:light_blue_silt_pot","#6699D8","6724056"
"twigs:light_blue_silt_shingle_slab","#6699D8","6724056"
"twigs:light_blue_silt_shingle_stairs","#6699D8","6724056"
"twigs:light_blue_silt_shingle_wall","#6699D8","6724056"
"twigs:light_blue_silt_shingles","#6699D8","6724056"
"twigs:light_gray_packed_silt","#999999","10066329"
"twigs:light_gray_silt_pot","#999999","10066329"
"twigs:light_gray_silt_shingle_slab","#999999","10066329"
"twigs:light_gray_silt_shingle_stairs","#999999","10066329"
"twigs:light_gray_silt_shingle_wall","#999999","10066329"
"twigs:light_gray_silt_shingles","#999999","10066329"
"twigs:lime_packed_silt","#7FCC19","8375321"
"twigs:lime_silt_pot","#7FCC19","8375321"
"twigs:lime_silt_shingle_slab","#7FCC19","8375321"
"twigs:lime_silt_shingle_stairs","#7FCC19","8375321"
"twigs:lime_silt_shingle_wall","#7FCC19","8375321"
"twigs:lime_silt_shingles","#7FCC19","8375321"
"twigs:magenta_packed_silt","#B24CD8","11685080"
"twigs:magenta_silt_pot","#B24CD8","11685080"
"twigs:magenta_silt_shingle_slab","#B24CD8","11685080"
"twigs:magenta_silt_shingle_stairs","#B24CD8","11685080"
"twigs:magenta_silt_shingle_wall","#B24CD8","11685080"
"twigs:magenta_silt_shingles","#B24CD8","11685080"
"twigs:mangrove_table","#993333","10040115"
"twigs:mixed_bricks","#993333","10040115"
"twigs:mixed_silt_bricks","#E5E533","15066419"
"twigs:mossy_brick_slab","#993333","10040115"
