"ID","Registry name","Tags"
300,"minecraft:sparse_jungle","wildernature:sparse_jungle, minecraft:is_jungle, naturalist:has_coral_snake, immersive_weathering:hot, fruitsdelight:plants/durian_biomes, fishofthieves:spawns_battlegills, immersive_weathering:wet, fishofthieves:spawns_moss_islehoppers, forge:jungle, c:vegetation_dense, croptopia:has_crop/turnip, bakery:spawns_strawberries, bloomingnature:overworld, exoticbirds:is_hummingbird_spawn, upgrade_aquatic:has_feature/pickerelweed, forge:is_hot, naturalist:has_tortoise, forge:is_wet, minecraft:is_overworld, forge:is_wet/overworld, goodending:mossier_cobblestone_boulder_generates, forge:is_rare, fishofthieves:spawns_stormfish, exoticbirds:is_dry_tropic_bird_spawn, backported_wolves:spawns_rusty_wolf, goodending:balmy_wildflower_generates, croptopia:has_crop/garlic, moremobvariants:wolf_rusty_spawns, croptopia:has_crop/rhubarb, fishofthieves:spawns_islehoppers, minecraft:has_structure/mineshaft, quark:has_lower_fallen_tree_density, insects_recrafted:grassybiomes, quark:has_fallen_jungle, biome_tag_villagers:villager_jungle, naturalist:has_hippo, sereneseasons:tropical_biomes, forge:is_general, minecraft:has_structure/stronghold, croptopia:has_crop/greenonion, exoticbirds:is_tropic_bird_spawn, minecraft:has_structure/ruined_portal_jungle, vinery:spawns_jungle_grape, croptopia:has_crop/onion, immersive_weathering:has_loam, naturalist:has_lizard, c:tree_jungle, fishofthieves:spawns_devilfish, forge:hot/climate, exoticbirds:is_pelican_spawn, forge:is_generalcave, minecraft:stronghold_biased_to, croptopia:has_crop/coffee_beans, moremobvariants:spawn_mossy_skeletons, croptopia:has_crop/vanilla, forge:wet/climate, projectvibrantjourneys:has_logs/jungle, crittersandcompanions:silk_cocoon_spawns, fishofthieves:spawns_wild_stormfish, croptopia:has_crop/basil, forge:overworld/in, forge:dense/vegetation, bloomingnature:sparse_jungle, forge:with_default_monster_spawns, croptopia:has_crop/honeydew, fishofthieves:spawns_wildsplash, croptopia:has_crop/rice, c:jungle, exoticbirds:is_cassowary_spawn, forge:jungle/tree, moremobvariants:additional_wolf_spawns, croptopia:has_crop/eggplant, minecraft:spawns_warm_variant_frogs, c:in_overworld, terralith:has_structure/rubble_jungle, c:climate_hot, forge:is_hot/overworld, exoticbirds:is_peafowl_spawn, forge:is_jungle, croptopia:has_crop/peanut, fruitsdelight:plants/peach_biomes, c:climate_wet, croptopia:has_crop/pineapple"
301,"regions_unexplored:sparse_rainforest","goodending:balmy_wildflower_generates, fishofthieves:spawns_battlegills, c:jungle, forge:is_wet/overworld, naturalist:has_lizard, immersive_weathering:hot, c:climate_hot, naturalist:has_tortoise, naturalist:has_hippo, forge:hot/climate, fishofthieves:spawns_moss_islehoppers, forge:is_dense, minecraft:spawns_warm_variant_frogs, forge:is_generalcave, c:in_overworld, minecraft:has_structure/stronghold, minecraft:has_structure/mineshaft, exoticbirds:is_hummingbird_spawn, c:tree_jungle, minecraft:is_jungle, forge:wet/climate, minecraft:has_structure/jungle_temple, forge:is_general, exoticbirds:is_dry_tropic_bird_spawn, forge:is_flutterfly, vinery:spawns_jungle_grape, exoticbirds:is_tropic_bird_spawn, biome_tag_villagers:villager_jungle, forge:jungle/tree, crittersandcompanions:silk_cocoon_spawns, forge:is_dense/overworld, minecraft:is_overworld, forge:dense/vegetation, bakery:spawns_strawberries, minecraft:has_structure/ruined_portal_jungle, c:vegetation_dense, immersive_weathering:has_loam, forge:is_goblin, minecraft:stronghold_biased_to, forge:is_hot/overworld, exoticbirds:is_cassowary_spawn, forge:is_wet, upgrade_aquatic:has_feature/pickerelweed, exoticbirds:is_pelican_spawn, immersive_weathering:wet, c:climate_wet, naturalist:has_coral_snake, fishofthieves:spawns_devilfish, exoticbirds:is_peafowl_spawn, fishofthieves:spawns_islehoppers, forge:overworld/in, minecraft:increased_fire_burnout, forge:jungle, fishofthieves:spawns_wildsplash, forge:is_hot"
302,"regions_unexplored:sparse_redwoods","minecraft:has_structure/ruined_portal_standard, forge:coniferous/tree, forge:overworld/in, bloomingnature:has_structure/temperate, forge:is_wet, c:in_overworld, bakery:spawns_strawberries, minecraft:increased_fire_burnout, minecraft:is_taiga, forge:is_coniferous, minecraft:has_structure/mineshaft, forge:is_wet/overworld, minecraft:has_structure/stronghold, bloomingnature:has_structure/taiga, forge:taiga, c:taiga, twigs:spawns_twig, biome_tag_villagers:villager_taiga, minecraft:is_overworld, minecraft:stronghold_biased_to, vinery:spawns_taiga_grape, naturalist:has_bluejay, twigs:spawns_pebble, fishofthieves:spawns_battlegills, minecraft:has_structure/village_taiga, exoticbirds:is_forest_bird_spawn, c:tree_coniferous, naturalist:has_bear, immersive_weathering:has_permafrost, immersive_weathering:wet, fishofthieves:spawns_devilfish"
303,"biomesoplenty:spider_nest","forge:is_underground, forge:is_cave, minecraft:stronghold_biased_to, c:in_overworld, minecraft:has_structure/stronghold, fishofthieves:spawns_devilfish, forge:is_spooky, fishofthieves:spawns_battlegills, naturalist:has_snail, forge:is_generalnotempcave, minecraft:has_structure/mineshaft, forge:overworld/in, sereneseasons:blacklisted_biomes, forge:is_generalcave, minecraft:is_overworld"
304,"regions_unexplored:spires","naturalist:has_bluejay, forge:is_cold/overworld, minecraft:spawns_cold_variant_frogs, forge:is_general, minecraft:has_structure/igloo, minecraft:spawns_snow_foxes, forge:is_snowy, waddles:spawn_include, c:in_overworld, immersive_weathering:icy, fishofthieves:spawns_devilfish, backported_wolves:spawns_snowy_wolf, forge:overworld/in, forge:is_cold, forge:is_generalcave, minecraft:spawns_white_rabbits, minecraft:stronghold_biased_to, minecraft:has_structure/stronghold, minecraft:has_structure/mineshaft, fishofthieves:spawns_battlegills, minecraft:is_overworld, alexsmobs:spawns_white_seals"
305,"regions_unexplored:steppe","forge:sparse/vegetation, biome_tag_villagers:villager_savanna, minecraft:has_structure/stronghold, exoticbirds:is_cassowary_spawn, minecraft:snow_golem_melts, wildernature:spawns_bison, minecraft:is_overworld, forge:is_generalcave, minecraft:has_structure/village_savanna, minecraft:stronghold_biased_to, immersive_weathering:has_earthen_clay, c:tree_savanna, forge:is_hot/overworld, naturalist:has_zebra, forge:is_dry/overworld, spawn:small_anthill_generates, naturalist:has_giraffe, naturalist:has_snail, naturalist:has_rattlesnake, minecraft:has_structure/pillager_outpost, naturalist:has_lion, tumbleweed:whitelist, forge:is_generalnotemp, wildernature:spawns_boar, minecraft:is_savanna, minecraft:has_structure/mineshaft, immersive_weathering:has_sandy_dirt, forge:savanna, forge:is_plateau, goodending:balmy_wildflower_generates, goodending:acacia_fallen_log_generates, naturalist:has_finch, exoticbirds:is_hummingbird_spawn, forge:savanna/tree, forge:overworld/in, fishofthieves:spawns_battlegills, forge:is_dry, goodending:light_gray_terracotta_granite_boulder_generates, exoticbirds:is_dry_tropic_bird_spawn, naturalist:has_hippo, c:climate_dry, exoticbirds:is_desert_bird_spawn, c:vegetation_sparse, c:in_overworld, exoticbirds:is_peafowl_spawn, forge:hot/climate, naturalist:has_vulture, minecraft:spawns_warm_variant_frogs, minecraft:has_structure/ruined_portal_standard, vinery:spawns_savanna_grape, fishofthieves:spawns_devilfish, forge:is_hot, naturalist:has_cardinal, naturalist:has_elephant, c:climate_hot, bakery:spawns_strawberries, twigs:spawns_pebble, naturalist:has_boar, forge:is_generalnotempcave, naturalist:has_rhino, wildernature:spawns_cassowary, forge:dry/climate, c:savanna, forge:is_general, immersive_weathering:hot"
306,"terralith:steppe","c:vegetation_sparse, fishofthieves:spawns_battlegills, forge:is_general, croptopia:has_crop/barley, forge:is_generalcave, croptopia:has_crop/corn, naturalist:has_snail, croptopia:has_crop/bellpepper, croptopia:has_crop/kiwi, naturalist:has_canary, croptopia:has_crop/broccoli, forge:is_sparse, croptopia:has_crop/pepper, forge:is_generalnotempcave, c:extreme_hills, croptopia:has_crop/oat, forge:sparse/vegetation, croptopia:has_crop/lettuce, croptopia:has_crop/soybean, croptopia:has_crop/cucumber, croptopia:has_crop/greenbean, forge:overworld/in, terralith:all_terralith_biomes, forge:is_sparse/overworld, minecraft:has_structure/mineshaft, croptopia:has_crop/cabbage, minecraft:has_structure/stronghold, terralith:all_terralith_biomes_no_mineshafts, croptopia:has_crop/mustard, fishofthieves:spawns_devilfish, c:climate_temperate, forge:temperate/climate, naturalist:has_bluejay, c:in_overworld, minecraft:has_structure/village_plains, forge:is_plateau, minecraft:is_overworld, croptopia:has_crop/strawberry, forge:hills/extreme, forge:is_generalnotemp"
307,"minecraft:stony_peaks","vinery:spawns_taiga_grape, minecraft:is_mountain, minecraft:is_overworld, forge:is_hot/overworld, moremobvariants:sheep_spawn_with_horns, forge:is_generalnotemp, terralith:has_structure/rubble_mountain, forge:overworld/in, c:mountain_peak, vinery:spawns_grape, minecraft:has_structure/mineshaft, twigs:schist_generates, forge:peak/mountain, immersive_weathering:hot, naturalist:has_canary, bloomingnature:stony_shore, forge:mountain, naturalist:has_snail, forge:is_mountainous, naturalist:has_bluejay, c:climate_hot, minecraft:has_structure/ruined_portal_mountain, c:in_overworld, forge:is_generalnotempcave, minecraft:has_structure/pillager_outpost, minecraft:has_structure/stronghold, waddles:spawn_exclude, minecraft:stronghold_biased_to, forge:is_hot, naturalist:has_robin, c:mountain, forge:hot/climate, wildernature:spawns_minisheep, fishofthieves:spawns_devilfish, forge:is_general, forge:is_mountain, fishofthieves:spawns_battlegills, forge:is_peak, bloomingnature:overworld, forge:with_default_monster_spawns, forge:is_generalcave"
308,"minecraft:stony_shore","forge:beach, twigs:spawns_sea_shell, bloomingnature:stony_shore, fishofthieves:spawns_devilfish, minecraft:is_overworld, forge:temperate/climate, minecraft:has_structure/stronghold, c:climate_temperate, c:in_overworld, forge:overworld/in, naturalist:has_coral_snake, forge:with_default_monster_spawns, fishofthieves:spawns_battlegills, insects_recrafted:dragonflybiomes, minecraft:has_structure/ruined_portal_mountain, bloomingnature:overworld, forge:shores/stony, upgrade_aquatic:has_feature/ammonite_ore, goodending:cobblestone_boulder_generates, c:beach, twigs:spawns_pebble, minecraft:has_structure/mineshaft, c:stony_shores"
309,"terralith:stony_spires","forge:slope/mountain, minecraft:has_structure/mineshaft, terralith:has_structure/rubble_jungle, forge:is_slope, forge:overworld/in, c:in_overworld, minecraft:has_structure/stronghold, twigs:schist_generates, minecraft:is_overworld, naturalist:has_canary, c:climate_temperate, tumbleweed:whitelist, naturalist:has_robin, immersive_weathering:hot, terralith:all_terralith_biomes, fishofthieves:spawns_battlegills, forge:dry/climate, forge:is_dry/overworld, c:mountain_slope, naturalist:has_snail, c:climate_dry, naturalist:has_bluejay, fishofthieves:spawns_devilfish, forge:temperate/climate, forge:is_dry, terralith:all_terralith_biomes_no_mineshafts, forge:is_mountain"
310,"minecraft:sunflower_plains","croptopia:has_crop/barley, naturalist:has_robin, fishofthieves:spawns_devilfish, croptopia:has_crop/greenbean, c:in_overworld, fruitsdelight:plants/lemon_biomes, croptopia:has_crop/pepper, forge:is_general, naturalist:has_butterfly, vinery:spawns_cherry_tree, fruitsdelight:vanilla/plains, forge:dense/vegetation, croptopia:has_crop/soybean, c:climate_temperate, vinery:spawns_grape, croptopia:has_crop/chile_pepper, forge:temperate/climate, forge:overworld/in, bloomingnature:overworld, wildernature:spawns_patch_hazelnut_bush, forge:is_grassland, naturalist:has_snail, forge:is_generalnotemp, bakery:has_structure/bakery, forge:is_rare, croptopia:has_crop/kale, c:vegetation_dense, delightful:mini_melon_spawns, croptopia:has_crop/mustard, projectvibrantjourneys:has_logs/oak, goodending:spicy_wildflower_generates, forge:floral, bakery:has_structure/oat_field, croptopia:has_crop/oat, minecraft:has_structure/stronghold, goodending:stone_tuff_boulder_generates, forge:plains, forge:is_generalnotempcave, forge:with_default_monster_spawns, bloomingnature:sunflower_plains, forge:is_eyestalker, croptopia:has_crop/lettuce, croptopia:has_crop/corn, spawn:small_anthill_generates, wildernature:spawns_squirrel, fishofthieves:spawns_battlegills, dynamictrees:is_bee_nest_common, exoticbirds:is_peafowl_spawn, c:floral, croptopia:has_crop/sweetpotato, croptopia:has_crop/broccoli, forge:is_generalcave, bloomingnature:has_structure/temperate, minecraft:has_structure/mineshaft, forge:is_plains, c:plains, croptopia:has_crop/cucumber, twigs:spawns_pebble, wildernature:spawns_raccoon, croptopia:has_crop/cabbage, minecraft:is_overworld, terralith:has_structure/fortified_village, naturalist:has_snake, spawn:hamster_frequently_spawns, naturalist:has_firefly, naturalist:has_sparrow, forge:is_goblin, bakery:spawns_strawberries, croptopia:has_crop/bellpepper, minecraft:stronghold_biased_to, exoticbirds:is_hummingbird_spawn, minecraft:has_structure/ruined_portal_standard"
311,"minecraft:swamp","forge:swamp, forge:is_wet, fishofthieves:has_fish_bone, minecraft:water_on_map_outlines, projectvibrantjourneys:has_logs/oak, naturalist:has_lizard, moremobvariants:spawn_mossy_skeletons, forge:temperate/climate, naturalist:has_butterfly, insects_recrafted:dragonflybiomes, fruitsdelight:plants/bayberry_biomes, c:climate_wet, forge:overworld/in, fruitsdelight:vanilla/swamp, croptopia:has_crop/asparagus, vinery:spawns_grape, fishofthieves:spawns_battlegills, forge:with_default_monster_spawns, naturalist:has_cardinal, bloomingnature:swamp, immersive_weathering:has_silt, goodending:has_structure/revamped_swamp_hut, terralith:has_structure/witch_hut, fishofthieves:spawns_devilfish, naturalist:has_dragonfly, minecraft:has_structure/mineshaft, fruitsdelight:plants/durian_biomes, naturalist:has_alligator, minecraft:increased_fire_burnout, croptopia:has_crop/cranberry, upgrade_aquatic:has_spawn/squid, upgrade_aquatic:has_feature/pickerelweed, naturalist:has_duck, c:swamp, naturalist:has_tortoise, fruitsdelight:plants/mangosteen_biomes, fruitsdelight:plants/blueberry_biomes, immersive_weathering:wet, c:climate_temperate, minecraft:has_closer_water_fog, bloomingnature:has_structure/swamp, naturalist:has_bass, upgrade_aquatic:has_feature/driftwood_swamp, naturalist:has_catfish, croptopia:has_crop/currant, quark:has_fallen_oak, naturalist:has_snake, forge:is_goblin, fishofthieves:spawns_wildsplash, forge:is_wet/overworld, fishofthieves:spawns_islehoppers, fishofthieves:spawns_moss_islehoppers, biome_tag_villagers:villager_swamp, twigs:spawns_twig, minecraft:has_structure/stronghold, minecraft:has_structure/ruined_portal_swamp, croptopia:has_crop/artichoke, naturalist:has_firefly, forge:is_swamp, fruitsdelight:plants/cranberry_biomes, exoticbirds:is_water_bird_spawn, c:in_overworld, upgrade_aquatic:has_spawn/perch, quark:has_lower_fallen_tree_density, bloomingnature:overworld, insects_recrafted:grassybiomes, forge:wet/climate, minecraft:allows_surface_slime_spawns, sereneseasons:lesser_color_change_biomes, upgrade_aquatic:has_spawn/pike, naturalist:has_snail, fishofthieves:spawns_muddy_wildsplash, alexsmobs:spawns_huge_catfish, twigs:spawns_pebble, goodending:twilight_wildflower_generates, minecraft:is_overworld"
312,"minecraft:taiga","minecraft:has_structure/ruined_portal_standard, immersive_weathering:has_permafrost, goodending:cobblestone_boulder_generates, naturalist:has_bear, minecraft:is_taiga, croptopia:has_crop/squash, twigs:spawns_twig, minecraft:stronghold_biased_to, c:taiga, projectvibrantjourneys:has_logs/spruce, croptopia:has_crop/strawberry, forge:with_default_monster_spawns, quark:has_fallen_spruce, spawn:snail_spawns, minecraft:has_structure/stronghold, twigs:spawns_pebble, forge:coniferous/tree, forge:is_generalcave, bloomingnature:has_structure/taiga, minecraft:is_overworld, forge:is_coniferous, c:climate_cold, forge:cold/climate, minecraft:has_structure/mineshaft, bloomingnature:overworld, forge:taiga, moremobvariants:wolf_pale_spawns, minecraft:has_structure/pillager_outpost, vinery:spawns_taiga_grape, croptopia:has_crop/barley, forge:overworld/in, forge:is_general, croptopia:has_crop/rutabaga, naturalist:has_bluejay, terralith:has_structure/rubble_taiga, c:in_overworld, forge:is_cold/overworld, bloomingnature:taiga, croptopia:has_crop/blackberry, backported_wolves:spawns_pale_wolf, minecraft:has_structure/trail_ruins, fruitsdelight:plants/hawberry_biomes, insects_recrafted:grassybiomes, bloomingnature:has_structure/temperate, forge:is_cold, croptopia:has_crop/blueberry, fruitsdelight:plants/blueberry_biomes, c:tree_coniferous, minecraft:has_structure/village_taiga, croptopia:has_crop/raspberry, goodending:spruce_fallen_log_generates, fruitsdelight:vanilla/taiga, fishofthieves:spawns_battlegills, biome_tag_villagers:villager_taiga, fishofthieves:spawns_devilfish, bakery:spawns_strawberries, exoticbirds:is_forest_bird_spawn"
313,"biomeswevegone:temperate_grove","forge:is_general, minecraft:has_structure/pillager_outpost, forge:is_generalcave, biomeswevegone:climate/temperate, minecraft:is_overworld, forge:is_sparse/overworld, naturalist:has_firefly, forge:is_sparse, biomeswevegone:overworld, forge:is_generalnotemp, fishofthieves:spawns_devilfish, naturalist:has_robin, forge:is_plains, fishofthieves:spawns_battlegills, c:in_overworld, forge:overworld/in, minecraft:has_structure/village_plains, biomeswevegone:plains, forge:is_eyestalker, exoticbirds:is_hummingbird_spawn, naturalist:has_butterfly, forge:is_generalnotempcave, naturalist:has_snail, minecraft:has_structure/stronghold, naturalist:has_snake, delightful:mini_melon_spawns, naturalist:has_sparrow, forge:is_goblin, biomeswevegone:density/sparse, exoticbirds:is_peafowl_spawn"
314,"regions_unexplored:temperate_grove","twigs:spawns_twig, forge:is_goblin, naturalist:has_snail, minecraft:has_structure/village_plains, naturalist:has_deer, spawn:small_anthill_generates, wildernature:spawns_hedgehog, dynamictrees:is_bee_nest_rare, naturalist:has_lizard, naturalist:has_finch, wildernature:spawns_turkey, forge:is_generalcave, forge:is_generalnotempcave, naturalist:has_butterfly, naturalist:has_robin, delightful:salmonberry_spawns, forge:forest, minecraft:has_structure/pillager_outpost, naturalist:has_bear, forge:is_sparse, wildernature:spawns_boar, waddles:spawn_exclude, c:in_overworld, fishofthieves:spawns_devilfish, bakery:spawns_strawberries, naturalist:has_cardinal, minecraft:is_overworld, fishofthieves:spawns_battlegills, naturalist:has_snake, vinery:spawns_grape, exoticbirds:is_hummingbird_spawn, forge:is_flutterfly, exoticbirds:is_peafowl_spawn, forge:is_generalnotemp, minecraft:stronghold_biased_to, wildernature:spawns_owl, minecraft:has_structure/stronghold, minecraft:has_structure/ruined_portal_standard, goodending:spicy_wildflower_generates, naturalist:has_firefly, exoticbirds:is_tropic_bird_spawn, minecraft:is_forest, c:forest, naturalist:has_boar, forge:is_sparse/overworld, fishofthieves:spawns_pondies, forge:is_general, wildernature:spawns_deer, forge:overworld/in, crittersandcompanions:silk_cocoon_spawns, immersive_weathering:has_ivy, minecraft:has_structure/mineshaft, exoticbirds:is_forest_bird_spawn"
